Fra,Gen,Treatment,Replicate,Time,Period,Initial Date,Final Date,dBW/g,dAW/gd,
222,G-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.8645,1.8393,
228,G-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.852,1.8268,
151,Orange,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.1289,-0.1534,
159,Orange,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.6306,0.6059,
250,Orange,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.0045,0.9796,
165,R-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.2841,1.2591,
171,R-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.6383,0.6135,
263,R-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.1692,2.1439,
269,R-O,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.5009,0.4761,
101,R-Y,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.4235,0.4536,
107,R-Y,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.2508,-0.221,
145,Yellow,NP,R1,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.5688,0.5989,
179,Green,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.4459,4.4382,
186,Green,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.1566,4.1489,
277,Green,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.1933,4.1856,
284,Green,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.7853,4.7775,
290,Green,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.2611,4.2534,
119,G-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.6989,3.6913,
125,G-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.799,3.7913,
217,G-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.7237,1.7162,
223,G-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,4.736,4.7283,
152,Orange,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.58,3.5723,
160,Orange,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.5329,3.5253,
166,R-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.5171,2.5095,
173,R-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.9168,2.9092,
264,R-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.064,3.0564,
270,R-O,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.7418,2.7342,
102,R-Y,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.2924,2.2848,
108,R-Y,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.1617,3.1541,
231,Yellow,Control,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.6014,1.6319,
180,Green,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.374,1.3913,
187,Green,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.3937,1.411,
278,Green,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.9454,0.9625,
285,Green,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.6628,0.6798,
120,G-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.0647,1.0819,
126,G-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.5893,0.6064,
218,G-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.179,1.1961,
224,G-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.184,1.2012,
230,G-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.6834,0.7005,
154,Orange,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.9339,0.951,
246,Orange,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.0496,0.0665,
299,Orange,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.728,-0.7112,
174,R-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.9472,-0.9096,
265,R-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.0895,-0.0726,
271,R-O,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.0693,-0.0524,
232,Yellow,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.0628,0.0928,
234,Yellow,N,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.2628,0.2929,
181,Green,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.3844,1.4063,
188,Green,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0365,2.0585,
280,Green,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.8444,1.8664,
286,Green,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.7548,1.7768,
121,G-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.0982,2.1203,
128,G-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,2.1561,2.1782,
219,G-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.6246,1.6466,
225,G-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.2541,1.2759,
229,G-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.064,1.0858,
155,Orange,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,3.2347,3.2571,
247,Orange,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.5449,0.5665,
168,R-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.0029,1.0247,
175,R-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.6396,1.6615,
266,R-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.0664,1.0882,
272,R-O,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.931,0.9528,
104,R-Y,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.0061,0.0265,
110,R-Y,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,-0.13,-0.0974,
233,Yellow,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,1.0576,1.0793,
235,Yellow,NP,R2,5.Jan-Feb,Jan-Feb,01/16/18,01/29/18,0.0102,0.0317,
176,Green,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.0265,1.9171,
182,Green,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.9641,3.8514,
281,Green,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.0429,2.9318,
287,Green,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.0203,2.9093,
116,G-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.7186,3.6064,
122,G-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.2589,3.1474,
220,G-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.4074,3.2957,
226,G-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.0673,2.9562,
157,Orange,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.5446,3.4326,
248,Orange,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.2271,3.1157,
162,R-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.2296,2.1199,
169,R-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.8175,1.7085,
261,R-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.9678,1.8586,
273,R-O,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.8165,1.7075,
105,R-Y,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.9371,1.7363,
204,R-Y,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.2765,2.0747,
143,Yellow,Control,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.7913,1.591,
177,Green,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.52,1.4068,
190,Green,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.3763,1.2633,
282,Green,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.4909,1.3777,
288,Green,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.3518,1.2389,
117,G-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.2744,1.1616,
123,G-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.4986,1.3854,
130,G-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.8055,0.6936,
221,G-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.6426,1.5291,
150,Orange,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.252,0.141,
249,Orange,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.6641,0.5524,
170,R-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.2788,0.1678,
262,R-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.4017,0.2904,
274,R-O,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.8504,0.7383,
106,R-Y,N,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,-0.4641,-0.5738,
178,Green,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.4261,2.3233,
184,Green,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.2766,1.1755,
276,Green,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.6669,1.5653,
289,Green,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.5212,1.4198,
118,G-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.7135,1.6118,
124,G-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.8947,1.7927,
222,G-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.8975,1.7955,
228,G-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.4581,1.3568,
151,Orange,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.6242,0.5241,
250,Orange,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.3031,1.202,
165,R-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.0786,0.9778,
171,R-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.9459,0.8453,
263,R-O,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.9768,0.8763,
101,R-Y,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.1168,0.0176,
107,R-Y,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.1233,-0.0243,
145,Yellow,NP,R1,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.2521,0.1042,
179,Green,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.9562,2.8012,
186,Green,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.9818,2.8268,
277,Green,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.9431,2.7882,
284,Green,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.0012,2.8462,
119,G-O,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.4055,2.2518,
125,G-O,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.934,2.779,
217,G-O,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.4889,1.3374,
152,Orange,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.5512,2.3972,
160,Orange,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,3.0132,2.858,
166,R-O,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.0476,1.8948,
173,R-O,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.223,2.0698,
264,R-O,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.3743,2.2207,
102,R-Y,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.2903,1.1393,
108,R-Y,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.8914,1.739,
231,Yellow,Control,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.348,1.1724,
187,Green,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,NA,NA,
278,Green,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.5972,0.4554,
285,Green,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.7507,0.6085,
120,G-O,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.5743,0.4325,
126,G-O,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.4061,0.2647,
224,G-O,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.5655,0.4237,
230,G-O,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.576,0.4342,
154,Orange,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.1549,0.014,
299,Orange,N,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.4412,0.2997,
188,Green,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.5471,1.4396,
280,Green,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.6701,1.5624,
286,Green,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.8755,1.7675,
128,G-O,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.2077,2.0991,
225,G-O,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.6772,1.5694,
229,G-O,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,1.0104,0.9038,
155,Orange,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,2.1076,1.9991,
247,Orange,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.3631,0.2576,
175,R-O,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.9433,0.8368,
272,R-O,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.5164,0.4106,
104,R-Y,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.1202,0.0105,
233,Yellow,NP,R2,6.Feb-Feb,Ramping ,01/29/18,02/14/18,0.3694,0.2639,
176,Green,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.9421,1.1788,
182,Green,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.3459,1.5834,
281,Green,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.7297,1.968,
287,Green,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.7827,2.0211,
116,G-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.7368,1.9751,
122,G-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.584,1.822,
220,G-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.4703,1.7081,
226,G-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.2611,1.4985,
157,Orange,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,2.9316,3.1725,
248,Orange,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,2.1003,2.3394,
162,R-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.2376,1.4749,
169,R-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.162,1.3991,
261,R-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.2464,1.4837,
273,R-O,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.1335,1.3706,
105,R-Y,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.4547,1.6924,
204,R-Y,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.9388,2.1776,
143,Yellow,Control,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,2.2615,2.501,
177,Green,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.4187,-0.182,
190,Green,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.6538,-0.4176,
282,Green,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-1.1925,-0.9574,
288,Green,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.4825,-0.2459,
117,G-O,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.5384,-0.3019,
123,G-O,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.3533,-0.1164,
130,G-O,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.4522,-0.2155,
221,G-O,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.0722,0.1653,
150,Orange,N,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-1.6664,-1.4323,
178,Green,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.3372,-0.0851,
184,Green,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.7309,-0.4797,
276,Green,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.3467,-0.0946,
289,Green,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.44,-0.1881,
118,G-O,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.3767,-0.1247,
124,G-O,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.2799,-0.0277,
222,G-O,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.9452,-0.6945,
228,G-O,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.2832,-0.0309,
250,Orange,NP,R1,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.4691,-0.2173,
179,Green,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.6762,1.8601,
186,Green,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.5343,1.718,
277,Green,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.5139,1.6976,
284,Green,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.6615,1.8454,
119,G-O,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.0757,1.2586,
125,G-O,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.5831,1.7668,
217,G-O,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.6206,0.8028,
152,Orange,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.9417,2.126,
160,Orange,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,2.0988,2.2834,
166,R-O,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.6444,0.8266,
173,R-O,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.5736,0.7557,
264,R-O,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.9627,1.1455,
102,R-Y,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.9675,1.1502,
108,R-Y,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.2089,1.392,
231,Yellow,Control,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,1.3276,1.5109,
187,Green,N,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,0.5661,0.8178,
278,Green,N,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.5837,-0.3346,
285,Green,N,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-1.2721,-1.0246,
126,G-O,N,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.7901,-0.5415,
224,G-O,N,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.6403,-0.3913,
230,G-O,N,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.6667,-0.4178,
188,Green,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.3149,-0.1441,
280,Green,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.6334,-0.4631,
286,Green,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.7644,-0.5943,
128,G-O,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.9104,-0.7405,
225,G-O,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-0.9867,-0.8169,
229,G-O,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-1.4225,-1.2535,
155,Orange,NP,R2,7.Feb-Feb,Ramping ,02/14/18,02/23/18,-1.6507,-1.482,
176,Green,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,2.3615,0.1453,2.1345
182,Green,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.8651,0.8972,5.1006
281,Green,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.4975,0.4059,4.4627
287,Green,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.9635,0.3727,3.012
116,G-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.3107,0.5242,6.3302
122,G-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.0685,0.4044,7.5866
220,G-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.3519,0.3645,4.9578
226,G-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.1187,0.0828,4.6952
157,Orange,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,2.0634,0.3284,2.7522
248,Orange,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.413,0.3568,4.617
162,R-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.8172,0.1705,7.7842
169,R-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.0847,0.0587,4.7412
261,R-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.8318,-0.1176,5.1339
273,R-O,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.875,0.074,6.1693
105,R-Y,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.3953,0.3517,4.6752
204,R-Y,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.3486,0.4412,5.4283
143,Yellow,Control,R1,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.4111,0.541,5.6833
179,Green,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.0667,0.3106,6.503
186,Green,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.4963,0.4367,4.5657
277,Green,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.2389,0.3851,5.7229
284,Green,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.5552,0.7463,6.0893
119,G-O,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.2287,0.292,5.1852
125,G-O,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.3094,0.2078,4.3709
217,G-O,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.4733,0.2166,3.8117
152,Orange,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.4388,0.7456,7.1763
160,Orange,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.2956,0.4575,5.842
166,R-O,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.6967,-0.196,5.4174
173,R-O,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.5751,-0.282,5.6482
264,R-O,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.5769,-0.3273,5.3353
102,R-Y,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.9085,-0.1551,4.5115
108,R-Y,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.8925,-0.0818,4.9498
231,Yellow,Control,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.3852,-0.0825,3.2337
188,Green,NP,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.0999,-0.381,11.3192
286,Green,NP,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.4371,-0.9295,3.526
128,G-O,NP,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.4898,-0.7417,3.9481
225,G-O,NP,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,0.0042,-1.6389,2.8757
155,Orange,NP,R2,8.Feb-Mar,Bleaching ,02/23/18,03/08/18,1.8057,-1.1624,1.569
